review_id,movie_id,summary,content,ground_truth_subjectivity,ground_truth_polarity,sarcasm_score,sarcasm_label,sarcasm_triggers
rw4799964,tt1843866,"the worst movie from marvel, boring, bad script, not smart plot, flat characters","Thor Ragnarok is on my top 3 of best movies of marvel, cause it was epic, smart, fascinating, mystique, magical, esoteric, surprising, funny, even horrorific(hela scared me a little bit), and that's cinema, a visual travel that can cause you emotions, but this film is totally the opposite, not epic, plot we've seen millions of times in other movies, boring, nothing magical or mystical, totally predictable, I felt sleep 2 times trying to end of watching it, but it was a TORTURE!! Im used to complex plots, smart scripts, fascinating dialogues, philosophical characters, this film didnt have any of this, the rank in this film is so unffair, this definitely cant superpass a 4, the acting and producting is legit, but the movie itself is just so bad I can't give it more than 1, sorry :/ Im a marvel fan anyway :)",SUBJECTIVE,NEGATIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw4789579,tt4154664,Watched it and hated it,"I watched this movie on premiere night. To me, the main character's development lacking of back story and emotional values that we usually look for when watching superhero movie.  There's not enough time or really bad writing to let viewers understand what is Captain Marvel suffering through, I am a man and also countless times have been told that ""I can't do it, I won't amount to anything"", but is that really the kind of suffering I had to go through to become an ""arrogant"" superhero like captain marvel? Meh.  Everything was forced to happen, even now, writing this, I can barely remember any memorable scene in the movie at all.  What a let down, I wish movie tickets are refundable, this feels like scamming. And between now and then, I will see captain marvel as a ""villain"", thanks to the portrayal by the arrogant and undefeated Brie Larson.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw4709237,tt4154664,big budget movie but low quality performances from Brie Larson,"To much PC , main character lacks humility, wood like performances from Brie. i wonder if Emily Blunt would've done a better job",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw4800339,tt4154664,Unwatchable,"This actress is so untalented, uncharismatic and just... Bad! If you are not a hardcore Marvel fan DO NOT even try to watch this movie. It's really disappointed, not even Samuel L Jackson could save it",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw9922431,tt6263850,Not a movie for the thinking man,"I don't mind turning my brain off for a popcorn blockbuster but I can't really enjoy myself if I'm cringing every 2 minutes. Corny reference after corny reference, it doesn't end. There were multiple occasions where after an already dated pop culture reference disguised as a joke was followed up with a pause for the audience to laugh and you could hear a pin drop in the theater. 2 hours of deadpool making quips and jokes and wolverine playing it straight telling him to knock it off with some action in between. The story beats are so poorly executed and the pacing was all over the place. There were no stakes, no tension and honestly it didn't even feel like there was a main character. I get that you're not suppose to go into these movies with stakes in mind but with the absence of good humor, there was nothing for me here.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw10053084,tt6263850,As bad as it can be,"I was very reluctant to see this one after epic fail of the ""Deadpool 2"", but decided to do it out of the respect to the first Deadpool movie. Well, those were 2 hours of my life I can't get back.  R. R. Has really put some effort into this one: a lot of cameos, easter eggs and big budget. Unfortunately, the whole multiverse concept is ridiculous and worn out. But Ryan forgot the most important thing in movie making-good script. If this is the best he could do, maybe it's time for career change. Maybe this movie is fine to some new age kids who don't have a clue about what comics are. But to some hard core comics fan this is just a waste of time. Movies are not just about CGI. If you liked the first Deadpool, avoid this garbage and keep good memory of merc with the mouth.",SUBJECTIVE,NEGATIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw9938071,tt6263850,Deadpool and Wolverine: A Time-Sucking Disaster,"Deadpool and Wolverine, an anticipated mash-up of two beloved Marvel characters, has proven to be a colossal disappointment. From start to finish, this movie is a painfully drawn-out exercise in futility that leaves audiences yearning for their lost time.  Firstly, let's address the plot - or the glaring lack thereof. The narrative is a chaotic jumble, an incoherent mess that fails to provide any semblance of direction or purpose. It felt as if the writers simply threw together random scenes, hoping the sheer presence of the titular characters would suffice. Spoiler alert: it doesn't.  The humor, which should have been a saving grace given Deadpool's reputation, falls disastrously flat. The jokes are stale and forced, lacking the sharp wit and cleverness that made Deadpool's previous outings enjoyable. Instead of laughing, I found myself cringing at the awkward attempts at humor that consistently missed their mark.  The film's pacing is another major flaw. It drags endlessly, turning what should have been an action-packed, engaging experience into a tedious slog. Scenes linger unnecessarily, stretching out moments that add nothing to the story - if you can even call it that.  To say I want my time back is an understatement. Deadpool and Wolverine is a prime example of wasted potential. With two iconic characters at their disposal, the filmmakers somehow managed to deliver a forgettable, lackluster experience that fails on almost every level. Save yourself the agony and skip this train wreck. Your time is far too precious to waste on such a disastrous attempt at filmmaking.",SUBJECTIVE,NEGATIVE,0.375,possible_sarcasm,phrase:\bas if\b
rw4402964,tt1211837,OKAY,"This was a completely terrible film, the amount of Mistakes were terrible.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw7186349,tt1211837,Boring,As the title says. Boring. Couldn't wait for this s**t to end.,SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw8082722,tt1211837,"Oh dear, oh dear, what on earth was that CR........p","Really? This is considered ""entertainment""? I feel robbed of two hours of my lifetime. This movie got nominated for an Oscar! What, worst movie of the year award???? Apart from some very cool CGI effects, the movie is pitiful. Do not waste your time with this one.",SUBJECTIVE,NEGATIVE,0.25,not_sarcastic,"multiple_question_marks, exaggerated_punctuation"
rw8125318,tt9419884,Great Disney Film Trash Marvel Movie,"If you enjoy 101 Dalmatians then you will love this film, if you wanted to watch an amazing story about Marvel Dr. Strange then this movie is hot trash, Captain Marvel was better than this and I thought Disney couldn't do worse to a Marvel character than that. I guess Moonknight is going to follow suit.",SUBJECTIVE,NEGATIVE,0.25,not_sarcastic,positive_negative_conflict
rw8394244,tt9419884,Stan lee is disrespected and it's a disgusting movie,"Kevin Feige The Biggest Trouble Behind Marvel This movie is disrespectful to stanlee The Mcu went well until the Endgame movie, but Russos success ,Kevin Feige is nothing short of a scarlet Witch fan. You've made jokes about extremely important characters in comics like Mr. Fantastic Professor x Black Bolt. Black bolt is a character that is immune to his own voice and he just doesn't have sound power, a character like scarlet witch can easily be defeated. It was a Stupid Scene (what a mouth) It was Extremely stupid because Black Bolt He can control Molecules and electrons and he is an extremely fast character I Hope You Can Fix This Mistake And You Stop Exaggerating That scarlet Witch.",SUBJECTIVE,NEGATIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
